category,question_title,question_content,question_date,question_url
Huyết học,Bệnh thiếu máu?,"Xin chào bác sĩ! 
Trên phiếu xét nghiệm của cháu có chỉ số định lượng Bilirubin trực tiếp là 6.3 umol/L, gián tiếp là 9 umol/L, toàn phần là 15.5 umol/L và các chỉ số RBC là 4.52T/L, HGB là 96.6 g/L, HCT là 29.1%, MCV là 64.4 fL, MCH là 21.4pg. Định lượng Ferritin là 49.3 ng/ml và định lượng sắt huyết thanh là 9.59 umol/L. Như vậy có phải cháu bị thiếu máu không ạ?",12/05/2020,https://medlatec.vn/hoi-dap/benh-thieu-mau--c11-q50880#traloi
Huyết học,Tư vấn v/v di truyền thalassemia,"Kính gửi anh chị bác sĩ,
Sau khi xét nghiệm tổng phân tích tế bào máu của 2 vc tại medlatec: 
Chồng kq bình thường: MCV 89.6; MCH 30.9; MCHC 34.5;  Vợ chỉ số thấp hơn bt: MCV 67.8; MCH 22.3; MCHC 32.9. MEDLATEC đã tư vấn vợ xét nghiệm thêm sắt, ferritin huyết thanh, điện di huyết sắc tố và e có kết quả như sau: 
1. Sắt huyết thanh 11.7 ; FERRITIN 97.5; bilirubin T.P 6.8 ; bilirubin T.T 0.6; billirubin G.T 6.2
2. Hb A1: 97.8; Hb A2 2.2; Không có Hb E, Hb F; Hb H; Hb bar và Hb khác
Xin bác sĩ cho biết: 
1. với các kết quả trên của 2 vợ chồng liệu con em sinh ra có khả năng bị bệnh thallasemia không ạ? 
2. Ngoài ra, có cần làm thêm xét nghiệm gì khác cho 2 vợ chồng?
3. Xét nghiệm NIPT tại MEDLATEC Có xét nghiệm đc con mang gen/ bị bệnh thalassemia?
Cảm ơn sự tư vấn của các bác sĩ!",11/05/2020,https://medlatec.vn/hoi-dap/tu-van-vv-di-truyen-thalassemia-c11-q50811#traloi
Huyết học,HỎI VỀ KẾT QUẢ XÉT NGHIỆM HUYẾT HỌC,"Kính gửi bác sĩ,
Em muốn hỏi trường hợp sau:
Em xét nghiệm công thức máu và nhận được các chỉ số lệch mức bình thường: MCV  67.4; MCH 21.3; MCHC 31.6 bác sĩ kết luật có thể có gen thalassemia. Chồng em cũng đã xét nghiệm tại medlatec và có tất cả các chỉ số bình thường: MCV 89.6; MCH 30.9; MCHC 34.5. Em năm nay 27 tuổi, ngoài việc xét nghiệm có các chỉ số như trên thì sức khoẻ vẫn bình thường. 
Hiện tại em đang có bầu 14 month và em đang rất lo lắng không biết liệu con sinh ra có trường hợp nào có thể bị bệnh này không ạ?  Và có cần thiết phải thực hiện thêm xét nghiệm chuyên sâu sắt, điện di huyết sắc tố...cho vợ hoặc chồng không ạ? Hay trường hợp xấu nhất con em chỉ mang gen bệnh chứ không bị bệnh? Mong bác sĩ tư vấn. Em cảm ơn bác sĩ.",10/05/2020,https://medlatec.vn/hoi-dap/hoi-ve-ket-qua-xet-nghiem-huyet-hoc-c11-q50770#traloi
Huyết học,MCH và MCHC tăng,"Em năm nay 22 tuổi sống và làm việc tại daklak , em đi xét nghiêm máu thì bác sĩ bảo MCH và MCHC tăng , MHC 17.0g/dl , MCHC 36.0
. Cho em hỏi như vậy em mắc bệnh gì và nguy hiểm không ạ",31/03/2020,https://medlatec.vn/hoi-dap/mch-va-mchc-tang-c11-q48366#traloi
Huyết học,hồng cầu,chào bác sỹ! bác sỹ cho tôi hỏi: thể tích khối hồng cầu(HCT) của tôi tăng là 47.2 có ảnh hưởng gì đến sức khỏe không ạ?,31/03/2020,https://medlatec.vn/hoi-dap/hong-cau-c11-q48365#traloi
Huyết học,"Uống arv được 1 tháng ,có làm ảnh hưởng đến kết quả xet nghiệm","Ngày 26/3/2020 em có xét nghiêm combipt sau 75 ngày nguy cơ hiv,,trong thời gian 30 ngày trở lại đây em có uống arv loại LDT của milan,,hôm nay 27/3 em nhận được kết quả âm tính,,vậy cho em hỏi kết quả này đã chính xác chưa,và việc em uống thuốc như vậy có làm sai kết quả xét nghiệm hay không ạ?",27/03/2020,https://medlatec.vn/hoi-dap/uong-arv-duoc-1-thang-co-lam-anh-huong-den-ket-qua-xet-nghiem-c11-q48219#traloi
Huyết học,bệnh alpha thalassemia,"thưa bác sỹ con trai tôi năm nay 2 tuổi cao 87cm nặng 12,5kg, cháu được chuẩn đoán là mắc bệnh alphathalassemia-hbh với hgb 3 lần xét nghiệm đều là 7,8. vậy xin cho tôi hỏi lượng hgb có thay đổi theo tuổi không? và liệu cháu có thể lập gia đình và sinh con không? và nếu trường hợp bệnh cháu diễn biến nặng hơn thì có biện pháp điều trị nào có thể dứt điểm tình trạng thiếu mâu của cháu không?",20/03/2020,https://medlatec.vn/hoi-dap/benh-alpha-thalassemia-c11-q47889#traloi
Huyết học,Bênh đa hồng cầu được chuẩn đoán,"Em chào bác sỉ.  E là nữ.  E có nhập viện do đau đầu và xét nghiệm có lượng hồng cầu tăng trong đó có Rbc 6.01 Hgb 16.2 hct 51.2 
Và có lúc lên tới hgb 17.0 và cộng theo e bị rối loạn tiền đình.  Cứ khi nào bị chóng mặt rối loạn là máu lên và chỉ rối loạn khi nằm.  Và em có xét nghiệm đột biến tất cả loai Gen thì ko có đột biến.  E xin hỏi không biết e có bị đa hồng câu ko ạ.  Hay có nguyên nhân gì khác",17/03/2020,https://medlatec.vn/hoi-dap/benh-da-hong-cau-duoc-chuan-doan-c11-q47739#traloi
Huyết học,E muốn hỏi về bệnh thalassemia,"Bác sĩ tư vẫn giúp e ( nhà e có 2 bé 1 năm nay dc 3 tuổi cháu mắc bệnh thiếu máu thể beta thalassemia) 1 bé trai là anh cháu năm nay được 4 tuoi nặng 19kg  mang gen 1 gen ẩn, nếu bé lớn hợp để cấy cho em của cháu thì cần chuyển bị những gì? Thời gian chi phí cuộc cấy ghép như nào thưa bác sĩ, em muốn sàng lọc cấy sinh thêm",14/03/2020,https://medlatec.vn/hoi-dap/e-muon-hoi-ve-benh-thalassemia-c11-q47570#traloi
Huyết học,Bệnh tan máu alpha thalassemia,"Kính chào Bác sĩ
Vợ em đi khám và nhận kết quả mình bị tan máu thể alpha thalassemia, được chuẩn đoán là mức độ nhẹ, với các chỉ số như bên dưới:
- HGB: 8.8
- MCV: 75.2
- Hb H: 34.2
- Hb Bart's: 1.3
- Hb A: 64.0
- Hb A2: 0.5
Theo các kết quả trên, bác sĩ cho em hỏi tình trạng bệnh có thực sự là nhẹ hay không? Nếu nhẹ thì sau này có biến chuyển trở thành nặng hay không? Ở mức độ này chúng em có nên mang thai, và nếu mang thai thì con sẽ bị ở mức độ nào? Có cách nào giảm nguy cơ di truyền xuống mức thấp nhất hay không?
Xin cảm ơn Bác sĩ",13/03/2020,https://medlatec.vn/hoi-dap/benh-tan-mau-alpha-thalassemia--c11-q47551#traloi
Huyết học,Hiv,Em tháng trước có đi uống trà chanh với bạn nhưng em k bt bạn ấy bị HIV và em ngậm vào cốc của bạn ấy và em không biết bạn ấy và em có chảy máu không em đã đi xét nghiệm test nhanh đúng. 1 tháng và âm tính mong bs giải đáp,12/03/2020,https://medlatec.vn/hoi-dap/hiv-c11-q47517#traloi
Huyết học,Hỏi về chỉ số huyết học,"Em đang mang bầu 32 tuần, ngày 11/3/2020 e có làm xét nghiệm ở medlatec và có kết quả độ phân bố tiểu cầu (PDW) là 19. Có ghi chú là cao hơn mức bình thường. Bác sĩ cho em hỏi là chỉ số này có ý nghĩa gì? Và em cần lưu ý gì ạ",11/03/2020,https://medlatec.vn/hoi-dap/hoi-ve-chi-so-huyet-hoc-c11-q47477#traloi
Huyết học,Tư vấn về đột biến gen,"Chào bác sĩ!
Em năm nay 27 tuổi, lần đầu tiên mang thai lai và sẩy thai thì em bị lưu ở tuần thứ 7. Hiện tại em đã có kinh trở lại. Em đi làm xét nghiệm di truyền yếu tố đông máu thì nhận được kết quả như sau:
Dị hợp tử đột biến gen ITGA2 
Dị hợp tử đột biến gen PAI1
Dị hợp tử đột biến gen MTHFR (C677T)
Dị hợp tử đột biến gen MTRR
Vậy em muốn hỏi là những dị hợp tử đột biến gen trên ảnh hưởng thế nào đến việc mang thai, và sinh sản? Em cần làm gì tiếp theo để phòng tránh tha lưu? Vợ chồng em rất muốn thả để tiếp tục có thai trong 2 tháng tới. Mong bác sĩ tư vấn ạ.",11/03/2020,https://medlatec.vn/hoi-dap/tu-van-ve-dot-bien-gen-c11-q47468#traloi
Huyết học,Chỉ số MCV và MCH,"Chào bác sĩ, Hôm nay cháu đi khám và có xét nghiệm máu, bác sĩ có nhận xét và nói chỉ số MCV của cháu 79.9 và MCH 26,7. Bác sĩ nói với chỉ số này sau này nếu cháu lập gia đình, có con khi mang thai con cháu sẽ bị ảnh hưởng. bác sĩ hay cho cháu Một kết quả chính xác và cách khắc phục với ạ. Cháu cảm ơn ạ",06/03/2020,https://medlatec.vn/hoi-dap/chi-so-mcv-va-mch-c11-q47238#traloi
Huyết học,Điện di hst,"Em làm xét nghiệm điện di hst và kết quả trả về chỉ số HbA1 98,3% và HbA2 1,7%, em đang mang thai dc 13w, vậy kết quả như này có ảnh hưởng gì tới em bé không ạ? Em cám ơn!",05/03/2020,https://medlatec.vn/hoi-dap/dien-di-hst-c11-q47204#traloi
Huyết học,Chi phí ghép cuống rốn chữa tan máu bẩm sinh,Bác sĩ cho cháu hỏi chi phí ghép máu cuống rốn để chữa tan máu bẩm sinh với ạ,04/03/2020,https://medlatec.vn/hoi-dap/chi-phi-ghep-cuong-ron-chua-tan-mau-bam-sinh-c11-q47165#traloi
Huyết học,Xin tu van ve bạch cầu,"Bác sỹ tư vấn giúp em em xét nghiệm bệnh viện Medlatec cho kết quả: tỷ lệ phần trăm bạch cầu ái kiềm tăng 3 (0-2.5) có ý nghĩa gì, cách giảm tỷ lệ ntn",03/03/2020,https://medlatec.vn/hoi-dap/xin-tu-van-ve-bach-cau-c11-q47113#traloi
Huyết học,công thức máu,"xin tư vấn về công thức máu của tôi 
WBC 7.36
EOS% 8.6
RBC 5.2
HGB 15.5
PLT 506
Tôi thấy số lượng tiểu cầu và EOS cao
xin bệnh viện tư vấn dùm tôi
cám ơn",28/02/2020,https://medlatec.vn/hoi-dap/cong-thuc-mau-c11-q46889#traloi
Huyết học,Yêu người thiếubmasu bẩm sinh,Chào bác sĩ. Em hiện tại đang yêu 1 cô gái bị thiếu máu bẩm sinh mức độ nhẹ còn em thì khỏe mạnh bình thường. Em muốn hỏi nếu chúng em kết hôn sinh con thì tỉ lệ sinh con khỏe mạnh là bao nhiêu. Em cám ơn bác sĩ,01/02/2020,https://medlatec.vn/hoi-dap/yeu-nguoi-thieubmasu-bam-sinh-c11-q45518#traloi
Huyết học,kết quả xét nghiệm mau,"cho em hỏi kết quả xét nghiệm máu có chỉ số, thể tích khối hồng cầu (hct)48,1 tăng, tỉ lệ %bach cầu 2,5 giảm còn lại bình thường, như vậy nghĩa là sao? có bị làm sao không ạ, giải thích giúp em cảm ơn!",17/01/2020,https://medlatec.vn/hoi-dap/ket-qua-xet-nghiem-mau-c11-q45172#traloi
Huyết học,Phiếu kết quả huyết học,"Ngày 27/12/2019, e có tham gia xét nghiệm máu thường niên do cơ quan tổ chức bên MEDIATEC, hiện e đang có thai 16 tuần, e muốn hỏi một số kết quả sau là thế nào, có ảnh hưởng gì không?
- Số lượng hồng cầu RBC: 3,87 (giảm)
- Lượng huyết sắc tố Hb: 11,9 (giảm)
- Thể tích khối hồng cầu HCT: 35,6 (giảm)
- Tỷ lệ % mono bạch cầu: 2,3 (giảm)
E cảm ơn!",16/01/2020,https://medlatec.vn/hoi-dap/phieu-ket-qua-huyet-hoc-c11-q45117#traloi
Huyết học,D Dimer và fibrinogen,"Em đang mang thai tuần 30. Em có xét nghiệm D Dimer và fibrinogen  thì kết quả như sau
D Dimer 375 ( khoảng bình thường <250.0 ng/ml)
và fibrinogen 5.48 (khoảng bình thường <2.0 - 4.0  g/l)
Như vậy kết quả em cao hơn bình thường đúng không ạ? có ảnh hưởng gì tới việc em mang thai không ạ
rất mong sự tư vấn của bệnh viện ạ",14/01/2020,https://medlatec.vn/hoi-dap/d-dimer-va-fibrinogen--c11-q45054#traloi
Huyết học,D Dimer và fibrinogen,"Em đang mang thai tuần 30. Em có xét nghiệm D Dimer và fibrinogen  thì kết quả như sau
D Dimer 375 ( khoảng bình thường <250.0 ng/ml)
và fibrinogen 5.48 (khoảng bình thường <2.0 - 4.0  g/l)
Như vậy kết quả em cao hơn bình thường đúng không ạ? có ảnh hưởng gì tới việc em mang thai không ạ
rất mong sự tư vấn của bệnh viện ạ",14/01/2020,https://medlatec.vn/hoi-dap/d-dimer-va-fibrinogen--c11-q45053#traloi
Huyết học,D-dimer ở phụ nữ mang thai,"Chào bác sĩ, cháu có tiền sử thai lưu 1 lần ở 9w song thai trong cùng 1 túi ối. Hiện nay cháu đang có thai  20w3d. Tuần thứ 8 cháu đã xét nghiệm anti đông máu kêts quả đều âm tính. 20w Bsi có chỉ định xét nghiệm rối loạn đông máu thì chỉ số d_dimer là 1,3mg/l tăng gấp gần 3lần so với chỉ số bt là 0-0,5mg/l. Bsi bảo từ 13w-21w cho phé tăng gấp 3l nên của cháu là bình thường. Nhưng cháu vẫn lo lắng quá! Bác sĩ có thể giải thích giúp cháu trường hợp của cháu được không ạ? Cháu xin cảm ơn",12/01/2020,https://medlatec.vn/hoi-dap/ddimer-o-phu-nu-mang-thai-c11-q44990#traloi
Huyết học,Xét nghiệm,"Dạ bác sĩ cho e hỏi là e đi xét nghiệm công thức máu thì các chỉ số đều bth chỉ có MXD % 19.3; NEUT % 47.3 và e có xét nghiệm thêm sxh và kết quả là dengue igg dương tính, còn Ns1 và igm thì đều âm tính ạ!! Và bác sĩ có cho e thuốc uống nhưng nơ vẫn sốt đều đều 37.5 độ và có lúc hạ có lúc hơn ạ!! E không biết là e đang gặp vấn đề gì ạ? Mong bác sĩ tư vấn rõ giúp e với ạ!! E đã sốt dc 1 tuần rồi ạ!",09/01/2020,https://medlatec.vn/hoi-dap/xet-nghiem-c11-q44846#traloi
Huyết học,Sức khoẻ,"Bác sĩ cho e hỏi là e sốt được 3 ngày thì e đi khám bệnh và bác sĩ cho xét nghiệm công thức máu và chỉ số sxh dengue , kết quả xét nghiệm của e là dengue igm và dengue NS1 âm tính ạ, dengue igG là dương tính ạ, và tiểu cầu của e ở trạng thái bình thường, bác sĩ nói e là chỉ sốt nhẹ thôi nên không nguy hiểm và cho e về nhà uống thuốc, nhưng e uống thuốc được vài ngày vẫn không bớt và nhiệt độ cứ giao động 37- 37.7 độ thì có sao không ạ bác sĩ? E lo cơ thể bị mắc bệnh nghiêm trọng khác ạ!! E cảm ơn bác sĩ nhiều ạ!",08/01/2020,https://medlatec.vn/hoi-dap/suc-khoe-c11-q44802#traloi
Huyết học,Xét nghiệm máu,"Chào bác sĩ ạ. Hôm nay e có tham gia hiến máu tình nguyện tại bệnh viện địa phương, bác sĩ làm xét nghiệm đưa ra kết quả sau: hgb (116g/l) l, hct (0.378l/l), mcv ( 70fl), mch ( 21.6), mchc ( 307g/l). E được khuyên từ nay về sau k đc đi hiến máu nữa và nên đi làm xét nghiệm lại về sắt và điện di. Sau khi biết được e rất lo lắng k biết mk bị bệnh gì vì từ trước đến nay e đi hiến k dưới 10l rồi.  E quyết định đi khám ở một bệnh viện khác và có đưa tờ kết quả kiểm tra ở chỗ hiến máu ra, b.sĩ ở đó bảo e bị thiếu máu do hồng cầu nhỏ và k cần làm xét nghiệm nào thêm. E rất hoang mang kbiet nên khám tiếp k, xin bác sĩ cho e lời khuyên ạ.",05/01/2020,https://medlatec.vn/hoi-dap/xet-nghie%CC%A3m-mau-c11-q44673#traloi
Huyết học,Bầm trên da,"Chào các bác sĩ
Bác sĩ cho em hỏi, trong lần khám bệnh khoảng 2 tháng trước em có được làm xét nghiệm tổng phân tích tế bào máu, các chỉ số đều bình thường. Nhưng dạo gần đây em hay bị bầm tím trên đùi và đầu gối, và đau khớp ngón tay khi ngủ dậy, bác sĩ cho hỏi em có bị mắc bệnh gì về máu không ạ.",04/01/2020,https://medlatec.vn/hoi-dap/bam-tren-da-c11-q44621#traloi
Huyết học,Hỏi về máu,Con trai em vừa qua có làm xét nghiệm máu e thấy có chỉ số tăng: bạch cầu ái toán và vitamin B12( trong đó vitamin B12 tăng rất nhiều) bs có thể cho em biết nguyên nhân gì không ạ? E nên cho con đi kiểm tra tiếp ở đâu ạ,03/01/2020,https://medlatec.vn/hoi-dap/hoi-ve-mau-c11-q44566#traloi
Huyết học,Tỷ lệ % bạch cầu Mono và Glucose máu giảm,"Bác sỹ cho em hỏi: e vừa xét nghiệm và nhận được kết qả tỉ lệ % bạch cầu mono giảm xuống 2,3%. Glucose máu giảm xuống 3,52%
Như vậy có nguy hiểm và bị bệnh gì ko ạ, và em cần phải làm thêm các xét nghiệm gì để xác định rõ hơn bệnh ạ?
E cảm ơn bác sỹ ạ.",31/12/2019,https://medlatec.vn/hoi-dap/ty-le--bach-cau-mono-va-glucose-mau-giam-c11-q44418#traloi
Huyết học,Xin hỏi,Xin hỏi mình đo 18 chỉ số máu độ phân bổ tc (pdw) 18.1 cao liệu có vấn đề về sức khoẻ nghiêm trọng không,31/12/2019,https://medlatec.vn/hoi-dap/xin-hoi-c11-q44414#traloi
Huyết học,Đột biến đồng hợp tử SEA,Thai nhi bị đột biến đồng hợp tử SEA có giữ được không thưa bác sĩ?,30/12/2019,https://medlatec.vn/hoi-dap/dot-bien-dong-hop-tu-sea--c11-q44400#traloi
Huyết học,hỏi về xét nghiệm nghiệm pháp đường huyết,"Cho tôi hỏi, muốn làm nghiệm pháp đường huyết thì có bắt buộc phải làm xét nghiệm cơ bản trước xem chỉ số đường có bất ổn không, nếu bất ổn thì sau đó mới đc làm nghiệm pháp đường huyết hay là tôi có nhu cầu làm là được luôn.
Trân trọng",27/12/2019,https://medlatec.vn/hoi-dap/hoi-ve-xet-nghiem-nghiem-phap-duong-huyet-c11-q44235#traloi
Huyết học,Chỉ số Bạch cầu,"Chào Bác sỹ.
Hôm nay em có làm xét nghiệm máu. Kết quả 
Tỷ lệ % bạch cầu trung tính39.3
Tỷ lệ % bạch cầu Lympho48.3
Tỷ lệ % bạch cầu Mono10.6
Bác sỹ cho em hỏi lượng BC trung tính thấp và lượng BC Lympho cũng như BC Mono cao hơn bình thường có ảnh hưởng tới sức khỏe nhiều không và làm thế nào để khắc phục được tình trạng này. Em cảm ơn",01/12/2019,https://medlatec.vn/hoi-dap/chi-so-bach-cau-c11-q42969#traloi
